Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score,school,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,12,13,GP,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,4,3,1,2,3,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,14,15,GP,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,yes,yes,yes,yes,4,5,2,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,17,17,17,GP,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,4,4,1,2,2,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,14,GP,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,3,2,3,1,2,2,10
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,14,14,GP,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,no,no,5,3,2,1,1,4,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,8,8,7,GP,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,12,12,GP,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,no,3,1,3,1,3,5,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,13,14,GP,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,12,12,GP,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,14,GP,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,4,5,1,1,3,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,10,10,GP,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,4,4,2,4,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,11,10,GP,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,11,12,GP,16,U,GT3,T,2,2,services,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,1,2,2,1,3,5,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,12,12,GP,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,2,2,1,2,5,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,11,11,GP,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,12,13,GP,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,11,12,GP,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,5,4,2,3,4,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,15,15,15,GP,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,3,1,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,14,15,GP,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,5,2,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,5,3,2,1,1,2,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,12,12,GP,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,5,4,3,1,1,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,11,11,GP,15,U,GT3,T,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,no,no,3,5,1,1,1,5,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,14,14,GP,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,4,3,1,1,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,13,GP,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,2,4,3,1,1,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,12,12,GP,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,13,12,GP,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,no,no,4,3,1,1,1,2,8
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,11,10,GP,16,U,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,2,3,16
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,yes,yes,yes,5,4,3,2,4,5,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,15,15,GP,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,9,10,10,GP,15,U,GT3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,yes,yes,yes,no,5,4,1,1,1,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,no,4,3,3,2,2,5,14
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,12,13,GP,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,2,3,5,1,4,3,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,17,17,17,GP,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,no,4,2,2,1,1,2,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,12,13,GP,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,no,no,4,3,3,2,2,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,15,U,GT3,T,4,4,services,teacher,other,father,1,2,0,yes,yes,no,no,yes,yes,no,4,4,4,1,1,3,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,13,13,GP,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,3,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,16,14,16,GP,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,9,9,GP,15,U,LE3,A,4,2,health,health,other,father,2,1,0,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,no,yes,yes,yes,no,3,3,4,2,3,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,12,13,GP,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,12,GP,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,4,1,1,2,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,15,14,15,GP,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,2,1,1,1,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,15,15,16,GP,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,no,no,3,2,2,1,1,5,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,13,14,GP,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,16,15,16,GP,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,17,16,16,GP,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,no,no,2,4,4,2,3,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,10,16,GP,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,no,yes,yes,yes,5,5,5,5,5,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,10,GP,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,no,4,4,3,1,1,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,13,13,GP,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,no,3,4,4,2,4,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,4,4,4,2,4,2,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,15,16,GP,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,5,4,3,1,2,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,12,12,GP,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,no,yes,no,no,yes,yes,yes,1,3,3,5,5,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,9,10,GP,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,10,11,GP,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,no,yes,yes,yes,no,4,1,3,1,3,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,15,15,15,GP,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,no,4,4,2,2,3,3,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,11,11,GP,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,yes,yes,yes,no,4,3,2,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,9,10,GP,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,11,11,GP,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,3,3,4,2,4,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,14,GP,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,no,5,3,2,2,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,11,11,GP,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,3,2,4,5,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,11,11,GP,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,3,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,11,11,GP,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,3,4,3,1,1,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,13,13,GP,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,9,10,GP,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,no,yes,no,4,5,1,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,11,11,GP,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,2,4,3,1,2,3,14
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,11,12,GP,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,3,2,2,1,3,3,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,9,9,GP,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,no,no,yes,yes,no,5,3,2,1,2,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,11,11,GP,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,1,5,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,12,13,GP,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,no,5,3,3,1,3,4,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,2,3,4,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,11,12,GP,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,11,11,GP,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,no,no,4,3,4,1,2,2,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,15,15,15,GP,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,3,1,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,10,11,GP,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,no,yes,yes,no,4,4,2,1,1,3,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,9,9,10,GP,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,no,no,4,1,3,3,5,5,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,9,11,11,GP,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,3,4,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,13,13,GP,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,4,5,5,1,3,1,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,13,12,GP,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,yes,yes,no,no,3,3,3,2,3,2,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,14,14,GP,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,12,12,GP,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,3,4,1,1,4,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,13,GP,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,11,11,GP,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,12,12,GP,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,4,3,5,1,1,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,13,GP,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,3,4,1,2,1,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,13,13,GP,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,9,8,GP,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,no,4,5,5,5,5,4,12
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,16,16,GP,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,12,GP,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,10,10,GP,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,16
